id;title;release_date;due_date;course_id;publish_build_plan_url;discriminator;duration;is_planned_to_start;is_visible_before_start;allowed_number_of_attempts;randomize_question_order;quiz_point_statistic_id;max_points;diagram_type;difficulty;mode;file_pattern;grading_instructions;problem_statement;example_solution;example_solution_explanation;example_solution_model;short_name;test_repository_url;package_name;programming_language;assessment_due_date;solution_participation_id;template_participation_id;assessment_type;presentation_score_enabled;team_assignment_config_id;exercise_group_id;bonus_points;included_in_overall_score;second_correction_enabled;allow_complaints_for_automatic_assessments;submission_policy_id;example_solution_publication_date;quiz_mode;allowed_per_tutor_batch_count;allow_manual_feedback_requests;start_date;build_plan_id;plagiarism_detection_config_id;feedback_suggestion_module
9100012;Seed Pool Finished 12;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf12;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100013;Seed Pool Finished 13;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf13;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100014;Seed Pool Finished 14;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf14;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100015;Seed Pool Finished 15;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf15;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100016;Seed Pool Finished 16;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf16;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100017;Seed Pool Finished 17;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf17;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100018;Seed Pool Finished 18;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf18;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100019;Seed Pool Finished 19;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf19;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100020;Seed Pool Finished 20;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf20;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100021;Seed Pool Finished 21;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf21;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100022;Seed Pool Finished 22;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf22;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100023;Seed Pool Finished 23;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf23;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100024;Seed Pool Finished 24;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf24;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100025;Seed Pool Finished 25;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf25;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100026;Seed Pool Finished 26;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf26;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100027;Seed Pool Finished 27;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf27;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100028;Seed Pool Finished 28;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf28;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100029;Seed Pool Finished 29;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf29;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100030;Seed Pool Finished 30;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf30;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100031;Seed Pool Finished 31;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf31;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100032;Seed Pool Finished 32;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf32;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100033;Seed Pool Finished 33;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf33;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100034;Seed Pool Finished 34;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf34;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100035;Seed Pool Finished 35;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf35;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100036;Seed Pool Finished 36;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf36;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100037;Seed Pool Finished 37;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf37;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100038;Seed Pool Finished 38;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf38;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100039;Seed Pool Finished 39;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf39;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100040;Seed Pool Finished 40;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf40;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100041;Seed Pool Finished 41;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf41;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100042;Seed Pool Finished 42;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf42;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100043;Seed Pool Finished 43;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf43;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100044;Seed Pool Finished 44;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf44;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100045;Seed Pool Finished 45;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf45;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100046;Seed Pool Finished 46;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf46;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100047;Seed Pool Finished 47;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf47;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100048;Seed Pool Finished 48;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf48;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100049;Seed Pool Finished 49;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf49;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100050;Seed Pool Finished 50;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf50;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100051;Seed Pool Finished 51;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf51;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100052;Seed Pool Finished 52;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf52;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100053;Seed Pool Finished 53;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf53;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100054;Seed Pool Finished 54;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf54;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100055;Seed Pool Finished 55;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf55;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100056;Seed Pool Finished 56;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf56;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100057;Seed Pool Finished 57;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf57;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100058;Seed Pool Finished 58;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf58;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100059;Seed Pool Finished 59;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf59;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100060;Seed Pool Finished 60;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf60;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100061;Seed Pool Finished 61;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf61;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100062;Seed Pool Finished 62;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf62;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100063;Seed Pool Finished 63;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf63;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100064;Seed Pool Finished 64;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf64;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100065;Seed Pool Finished 65;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf65;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100066;Seed Pool Finished 66;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf66;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100067;Seed Pool Finished 67;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf67;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100068;Seed Pool Finished 68;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf68;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100069;Seed Pool Finished 69;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf69;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
